#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z [],v_RS_R_x [m s^-1],v_RS_R_y [m s^-1],v_RS_R_z [m s^-1],b_w_RS_S_x [rad s^-1],b_w_RS_S_y [rad s^-1],b_w_RS_S_z [rad s^-1],b_a_RS_S_x [m s^-2],b_a_RS_S_y [m s^-2],b_a_RS_S_z [m s^-2]
7720000000,0.000000000,0.000000000,0.000000000,0.429039949,0.708352031,0.545724096,0.127856694,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7725000000,0.000000000,0.000000000,0.000000000,0.428486310,0.708658388,0.545746710,0.127919113,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7730000000,0.000000000,0.000000000,0.000000000,0.427933324,0.708964134,0.545768823,0.127981713,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7735000000,0.000000000,0.000000000,0.000000000,0.427380995,0.709269268,0.545790434,0.128044495,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7740000000,0.000000000,0.000000000,0.000000000,0.426829324,0.709573790,0.545811545,0.128107461,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7745000000,0.000000000,0.000000000,0.000000000,0.426278313,0.709877703,0.545832156,0.128170609,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7750000000,0.000000000,0.000000000,0.000000000,0.425727963,0.710181006,0.545852267,0.128233941,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7755000000,0.000000000,0.000000000,0.000000000,0.425178278,0.710483699,0.545871878,0.128297457,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7760000000,0.000000000,0.000000000,0.000000000,0.424629258,0.710785785,0.545890992,0.128361158,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7765000000,0.000000000,0.000000000,0.000000000,0.424080906,0.711087262,0.545909607,0.128425043,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7770000000,0.000000000,0.000000000,0.000000000,0.423533224,0.711388133,0.545927724,0.128489114,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7775000000,0.000000000,0.000000000,0.000000000,0.422986214,0.711688397,0.545945345,0.128553371,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7780000000,0.000000000,0.000000000,0.000000000,0.422439877,0.711988055,0.545962469,0.128617814,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7785000000,0.000000000,0.000000000,0.000000000,0.421894216,0.712287108,0.545979097,0.128682443,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7790000000,0.000000000,0.000000000,0.000000000,0.421349233,0.712585557,0.545995230,0.128747260,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7795000000,0.000000000,0.000000000,0.000000000,0.420804929,0.712883402,0.546010867,0.128812264,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7800000000,0.000000000,0.000000000,0.000000000,0.420261308,0.713180644,0.546026011,0.128877455,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7805000000,0.000000000,0.000000000,0.000000000,0.419718369,0.713477283,0.546040660,0.128942835,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7810000000,0.000000000,0.000000000,0.000000000,0.419176116,0.713773320,0.546054817,0.129008404,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7815000000,0.000000000,0.000000000,0.000000000,0.418634551,0.714068756,0.546068480,0.129074162,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7820000000,0.000000000,0.000000000,0.000000000,0.418093675,0.714363592,0.546081651,0.129140110,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7825000000,0.000000000,0.000000000,0.000000000,0.417553490,0.714657828,0.546094331,0.129206247,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7830000000,0.000000000,0.000000000,0.000000000,0.417013998,0.714951465,0.546106519,0.129272575,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7835000000,0.000000000,0.000000000,0.000000000,0.416475202,0.715244503,0.546118216,0.129339093,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7840000000,0.000000000,0.000000000,0.000000000,0.415937102,0.715536943,0.546129424,0.129405803,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7845000000,0.000000000,0.000000000,0.000000000,0.415399702,0.715828787,0.546140142,0.129472704,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7850000000,0.000000000,0.000000000,0.000000000,0.414863003,0.716120034,0.546150370,0.129539798,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7855000000,0.000000000,0.000000000,0.000000000,0.414327006,0.716410685,0.546160111,0.129607083,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7860000000,0.000000000,0.000000000,0.000000000,0.413791714,0.716700741,0.546169363,0.129674562,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7865000000,0.000000000,0.000000000,0.000000000,0.413257129,0.716990203,0.546178127,0.129742234,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7870000000,0.000000000,0.000000000,0.000000000,0.412723253,0.717279071,0.546186405,0.129810099,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7875000000,0.000000000,0.000000000,0.000000000,0.412190087,0.717567346,0.546194196,0.129878159,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7880000000,0.000000000,0.000000000,0.000000000,0.411657633,0.717855029,0.546201501,0.129946412,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7885000000,0.000000000,0.000000000,0.000000000,0.411125894,0.718142120,0.546208321,0.130014861,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7890000000,0.000000000,0.000000000,0.000000000,0.410594870,0.718428621,0.546214656,0.130083505,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7895000000,0.000000000,0.000000000,0.000000000,0.410064565,0.718714531,0.546220507,0.130152344,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7900000000,0.000000000,0.000000000,0.000000000,0.409534980,0.718999852,0.546225874,0.130221380,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7905000000,0.000000000,0.000000000,0.000000000,0.409006116,0.719284584,0.546230758,0.130290612,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7910000000,0.000000000,0.000000000,0.000000000,0.408477977,0.719568728,0.546235159,0.130360040,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7915000000,0.000000000,0.000000000,0.000000000,0.407950562,0.719852284,0.546239077,0.130429666,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7920000000,0.000000000,0.000000000,0.000000000,0.407423875,0.720135254,0.546242515,0.130499489,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7925000000,0.000000000,0.000000000,0.000000000,0.406897918,0.720417638,0.546245470,0.130569511,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7930000000,0.000000000,0.000000000,0.000000000,0.406372691,0.720699437,0.546247946,0.130639730,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7935000000,0.000000000,0.000000000,0.000000000,0.405848198,0.720980651,0.546249941,0.130710149,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7940000000,0.000000000,0.000000000,0.000000000,0.405324440,0.721261281,0.546251457,0.130780766,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7945000000,0.000000000,0.000000000,0.000000000,0.404801418,0.721541329,0.546252493,0.130851583,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7950000000,0.000000000,0.000000000,0.000000000,0.404279134,0.721820794,0.546253051,0.130922600,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7955000000,0.000000000,0.000000000,0.000000000,0.403757592,0.722099677,0.546253131,0.130993817,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7960000000,0.000000000,0.000000000,0.000000000,0.403236791,0.722377979,0.546252734,0.131065235,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7965000000,0.000000000,0.000000000,0.000000000,0.402716734,0.722655701,0.546251860,0.131136854,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7970000000,0.000000000,0.000000000,0.000000000,0.402197424,0.722932844,0.546250509,0.131208674,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7975000000,0.000000000,0.000000000,0.000000000,0.401678861,0.723209408,0.546248683,0.131280696,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7980000000,0.000000000,0.000000000,0.000000000,0.401161048,0.723485394,0.546246381,0.131352920,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7985000000,0.000000000,0.000000000,0.000000000,0.400643986,0.723760803,0.546243604,0.131425347,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7990000000,0.000000000,0.000000000,0.000000000,0.400127677,0.724035635,0.546240353,0.131497976,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7995000000,0.000000000,0.000000000,0.000000000,0.399612123,0.724309891,0.546236629,0.131570809,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8000000000,0.000000000,0.000000000,0.000000000,0.399097326,0.724583573,0.546232431,0.131643845,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8005000000,0.000000000,0.000000000,0.000000000,0.398583288,0.724856680,0.546227760,0.131717085,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8010000000,0.000000000,0.000000000,0.000000000,0.398070010,0.725129213,0.546222617,0.131790530,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8015000000,0.000000000,0.000000000,0.000000000,0.397557495,0.725401173,0.546217003,0.131864179,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8020000000,0.000000000,0.000000000,0.000000000,0.397045743,0.725672562,0.546210917,0.131938034,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8025000000,0.000000000,0.000000000,0.000000000,0.396534757,0.725943379,0.546204361,0.132012094,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8029999999,0.000000000,0.000000000,0.000000000,0.396024539,0.726213625,0.546197335,0.132086359,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8035000000,0.000000000,0.000000000,0.000000000,0.395515090,0.726483302,0.546189839,0.132160831,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8040000000,0.000000000,0.000000000,0.000000000,0.395006413,0.726752409,0.546181875,0.132235510,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8045000000,0.000000000,0.000000000,0.000000000,0.394498508,0.727020948,0.546173441,0.132310395,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8050000000,0.000000000,0.000000000,0.000000000,0.393991378,0.727288919,0.546164540,0.132385487,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8055000000,0.000000000,0.000000000,0.000000000,0.393485024,0.727556324,0.546155171,0.132460787,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8060000000,0.000000000,0.000000000,0.000000000,0.392979449,0.727823162,0.546145336,0.132536295,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8064999999,0.000000000,0.000000000,0.000000000,0.392474654,0.728089435,0.546135034,0.132612011,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8070000000,0.000000000,0.000000000,0.000000000,0.391970641,0.728355143,0.546124266,0.132687936,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8074999999,0.000000000,0.000000000,0.000000000,0.391467411,0.728620288,0.546113033,0.132764070,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8080000000,0.000000000,0.000000000,0.000000000,0.390964966,0.728884869,0.546101335,0.132840413,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8085000000,0.000000000,0.000000000,0.000000000,0.390463308,0.729148888,0.546089172,0.132916965,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8090000000,0.000000000,0.000000000,0.000000000,0.389962440,0.729412346,0.546076546,0.132993728,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8095000000,0.000000000,0.000000000,0.000000000,0.389462361,0.729675242,0.546063457,0.133070701,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8100000000,0.000000000,0.000000000,0.000000000,0.388963075,0.729937579,0.546049904,0.133147885,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8105000000,0.000000000,0.000000000,0.000000000,0.388464583,0.730199356,0.546035890,0.133225280,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8109999999,0.000000000,0.000000000,0.000000000,0.387966886,0.730460575,0.546021414,0.133302886,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8115000000,0.000000000,0.000000000,0.000000000,0.387469987,0.730721236,0.546006477,0.133380704,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8120000000,0.000000000,0.000000000,0.000000000,0.386973887,0.730981340,0.545991079,0.133458734,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8125000000,0.000000000,0.000000000,0.000000000,0.386478588,0.731240887,0.545975221,0.133536976,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8130000000,0.000000000,0.000000000,0.000000000,0.385984092,0.731499880,0.545958903,0.133615431,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8135000000,0.000000000,0.000000000,0.000000000,0.385490399,0.731758317,0.545942126,0.133694099,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8140000000,0.000000000,0.000000000,0.000000000,0.384997513,0.732016201,0.545924891,0.133772980,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8145000000,0.000000000,0.000000000,0.000000000,0.384505434,0.732273532,0.545907197,0.133852075,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8150000000,0.000000000,0.000000000,0.000000000,0.384014165,0.732530310,0.545889046,0.133931384,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8154999999,0.000000000,0.000000000,0.000000000,0.383523707,0.732786536,0.545870438,0.134010907,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8160000000,0.000000000,0.000000000,0.000000000,0.383034061,0.733042212,0.545851373,0.134090645,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8165000000,0.000000000,0.000000000,0.000000000,0.382545230,0.733297338,0.545831853,0.134170598,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8170000000,0.000000000,0.000000000,0.000000000,0.382057215,0.733551914,0.545811877,0.134250767,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8175000000,0.000000000,0.000000000,0.000000000,0.381570018,0.733805942,0.545791446,0.134331151,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8180000000,0.000000000,0.000000000,0.000000000,0.381083640,0.734059423,0.545770560,0.134411750,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8185000000,0.000000000,0.000000000,0.000000000,0.380598084,0.734312356,0.545749221,0.134492567,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8189999999,0.000000000,0.000000000,0.000000000,0.380113350,0.734564744,0.545727428,0.134573599,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8195000000,0.000000000,0.000000000,0.000000000,0.379629440,0.734816586,0.545705182,0.134654849,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8199999999,0.000000000,0.000000000,0.000000000,0.379146357,0.735067883,0.545682483,0.134736315,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8205000000,0.000000000,0.000000000,0.000000000,0.378664102,0.735318636,0.545659333,0.134818000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8210000000,0.000000000,0.000000000,0.000000000,0.378182676,0.735568847,0.545635732,0.134899902,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8215000000,0.000000000,0.000000000,0.000000000,0.377702080,0.735818516,0.545611679,0.134982022,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8220000000,0.000000000,0.000000000,0.000000000,0.377222318,0.736067643,0.545587176,0.135064361,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8225000000,0.000000000,0.000000000,0.000000000,0.376743390,0.736316229,0.545562224,0.135146918,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8230000000,0.000000000,0.000000000,0.000000000,0.376265298,0.736564275,0.545536821,0.135229694,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8234999999,0.000000000,0.000000000,0.000000000,0.375788043,0.736811783,0.545510971,0.135312690,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8240000000,0.000000000,0.000000000,0.000000000,0.375311628,0.737058752,0.545484671,0.135395905,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8245000000,0.000000000,0.000000000,0.000000000,0.374836054,0.737305184,0.545457924,0.135479340,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8250000000,0.000000000,0.000000000,0.000000000,0.374361322,0.737551079,0.545430730,0.135562996,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8255000000,0.000000000,0.000000000,0.000000000,0.373887434,0.737796438,0.545403088,0.135646872,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8260000000,0.000000000,0.000000000,0.000000000,0.373414392,0.738041262,0.545375001,0.135730969,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8265000000,0.000000000,0.000000000,0.000000000,0.372942197,0.738285552,0.545346467,0.135815287,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8270000000,0.000000000,0.000000000,0.000000000,0.372470851,0.738529308,0.545317489,0.135899826,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8275000000,0.000000000,0.000000000,0.000000000,0.372000355,0.738772532,0.545288065,0.135984587,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8279999999,0.000000000,0.000000000,0.000000000,0.371530711,0.739015224,0.545258197,0.136069570,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8285000000,0.000000000,0.000000000,0.000000000,0.371061922,0.739257384,0.545227886,0.136154775,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8290000000,0.000000000,0.000000000,0.000000000,0.370593987,0.739499015,0.545197131,0.136240203,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8295000000,0.000000000,0.000000000,0.000000000,0.370126909,0.739740115,0.545165933,0.136325853,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8300000000,0.000000000,0.000000000,0.000000000,0.369660690,0.739980687,0.545134293,0.136411727,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8305000000,0.000000000,0.000000000,0.000000000,0.369195330,0.740220731,0.545102211,0.136497824,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8310000000,0.000000000,0.000000000,0.000000000,0.368730833,0.740460249,0.545069688,0.136584145,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8314999999,0.000000000,0.000000000,0.000000000,0.368267198,0.740699239,0.545036724,0.136670690,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8320000000,0.000000000,0.000000000,0.000000000,0.367804428,0.740937704,0.545003320,0.136757459,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8324999999,0.000000000,0.000000000,0.000000000,0.367342524,0.741175645,0.544969476,0.136844452,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8330000000,0.000000000,0.000000000,0.000000000,0.366881488,0.741413062,0.544935192,0.136931670,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8335000000,0.000000000,0.000000000,0.000000000,0.366421321,0.741649955,0.544900470,0.137019114,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8340000000,0.000000000,0.000000000,0.000000000,0.365962026,0.741886326,0.544865309,0.137106782,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8345000000,0.000000000,0.000000000,0.000000000,0.365503602,0.742122176,0.544829711,0.137194676,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8350000000,0.000000000,0.000000000,0.000000000,0.365046053,0.742357505,0.544793675,0.137282797,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8355000000,0.000000000,0.000000000,0.000000000,0.364589379,0.742592314,0.544757202,0.137371143,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8359999999,0.000000000,0.000000000,0.000000000,0.364133582,0.742826604,0.544720293,0.137459715,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8365000000,0.000000000,0.000000000,0.000000000,0.363678664,0.743060376,0.544682948,0.137548514,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8370000000,0.000000000,0.000000000,0.000000000,0.363224625,0.743293630,0.544645168,0.137637540,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8375000000,0.000000000,0.000000000,0.000000000,0.362771469,0.743526367,0.544606953,0.137726794,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8380000000,0.000000000,0.000000000,0.000000000,0.362319195,0.743758589,0.544568303,0.137816274,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8385000000,0.000000000,0.000000000,0.000000000,0.361867806,0.743990296,0.544529219,0.137905982,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8390000000,0.000000000,0.000000000,0.000000000,0.361417303,0.744221488,0.544489702,0.137995919,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8395000000,0.000000000,0.000000000,0.000000000,0.360967688,0.744452167,0.544449752,0.138086083,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
