#timestamp [ns],wx [rad s^-1],wy [rad s^-1],wz [rad s^-1],ax [m s^-2],ay [m s^-2],az [m s^-2]
15810000000,-0.299248127,-0.157660320,0.068793160,4.884756854,-8.316597124,1.417262710
15815000000,-0.298622039,-0.156108954,0.060686608,4.846109294,-8.308537835,1.442063577
15820000000,-0.298830368,-0.159271338,0.064444482,4.866312790,-8.298365068,1.426577093
15825000000,-0.300143957,-0.159870027,0.067480562,4.839366614,-8.405865190,1.467924997
15830000000,-0.302362292,-0.162683840,0.065335854,4.807778180,-8.338022911,1.419963578
15835000000,-0.296133564,-0.159727823,0.065003376,4.828882954,-8.340903935,1.471732029
15840000000,-0.299916334,-0.152534232,0.067861401,4.806432851,-8.369351076,1.526962236
15845000000,-0.300534409,-0.159205150,0.063657034,4.774255649,-8.307492959,1.489556132
15850000000,-0.294489036,-0.162530605,0.063148880,4.833146264,-8.358275473,1.530860572
15855000000,-0.296708836,-0.154866175,0.065408168,4.747475078,-8.413447933,1.555879129
15860000000,-0.299378398,-0.158992159,0.065583283,4.811115728,-8.391494934,1.579085882
15865000000,-0.293537355,-0.158151551,0.064464941,4.702344908,-8.375102697,1.522797299
15870000000,-0.297499921,-0.157073291,0.063028325,4.741901125,-8.342639989,1.501234977
15875000000,-0.297713709,-0.159392078,0.062487767,4.740838922,-8.427929784,1.535850461
15880000000,-0.299218431,-0.160735060,0.064007906,4.735731560,-8.386836026,1.574898821
15885000000,-0.293572541,-0.159653216,0.065986690,4.673787161,-8.357912760,1.558281599
15890000000,-0.296363314,-0.159979981,0.064032702,4.727155717,-8.399491281,1.616611594
15895000000,-0.294227674,-0.156341293,0.067232423,4.739733350,-8.404774940,1.655339471
15900000000,-0.297946980,-0.159223228,0.063045948,4.695898069,-8.396953919,1.578001318
15905000000,-0.297311143,-0.163020867,0.066869422,4.651104280,-8.398411593,1.613403733
15910000000,-0.293458905,-0.163028887,0.069119415,4.665012850,-8.403496437,1.600282949
15915000000,-0.295776763,-0.162309296,0.065467323,4.628079849,-8.379141039,1.627653234
15920000000,-0.293446249,-0.157584071,0.067706562,4.594935250,-8.445393228,1.674684845
15925000000,-0.297904623,-0.162941497,0.064746407,4.605235674,-8.464006495,1.652722599
15930000000,-0.296585473,-0.161329962,0.063233143,4.624433747,-8.451319206,1.686868527
15935000000,-0.299165863,-0.159223013,0.062951219,4.606400836,-8.429054208,1.657699468
15940000000,-0.294667925,-0.161777266,0.064365441,4.553145406,-8.406445548,1.712695362
15945000000,-0.299301792,-0.160214975,0.063881680,4.583543273,-8.432240036,1.724637450
15950000000,-0.298917628,-0.161854585,0.062421654,4.546446794,-8.419129633,1.705981907
15955000000,-0.299979163,-0.159611214,0.061685778,4.544856339,-8.405741865,1.743251616
15960000000,-0.294958533,-0.156049380,0.062136064,4.520413054,-8.440430404,1.724838483
15965000000,-0.294786965,-0.162644984,0.064942030,4.527878302,-8.450888893,1.697420254
15970000000,-0.300024663,-0.160809065,0.064544834,4.503723106,-8.472539386,1.759288444
15975000000,-0.289828019,-0.166824958,0.063080365,4.465426507,-8.510873823,1.769520785
15980000000,-0.294383132,-0.159916298,0.063893549,4.525873138,-8.463022359,1.847673555
15985000000,-0.292299267,-0.161999110,0.064466739,4.476293493,-8.477472142,1.763995695
15990000000,-0.299359948,-0.160869170,0.067738341,4.508922763,-8.498994621,1.798088116
15995000000,-0.297433431,-0.163458496,0.060632896,4.392202753,-8.445011065,1.827611676
16000000000,-0.293789888,-0.162908229,0.065938917,4.440183570,-8.491539038,1.824117919
16004999999,-0.294945960,-0.162869243,0.063790994,4.492434848,-8.503534918,1.835309031
16010000000,-0.294205269,-0.162701334,0.064912685,4.386744721,-8.466450335,1.869541630
16015000000,-0.291032469,-0.160534553,0.068062509,4.386810722,-8.507358125,1.881321314
16020000000,-0.297127145,-0.164815026,0.066458185,4.406069440,-8.543957103,1.885506395
16024999999,-0.296596344,-0.159221671,0.062514781,4.377048043,-8.537025632,1.884077170
16030000000,-0.294364692,-0.164129936,0.063719048,4.441047668,-8.507067526,1.869066820
16035000000,-0.289880547,-0.160186736,0.068345431,4.318245051,-8.551601083,1.824372532
16040000000,-0.288229979,-0.164576339,0.061152459,4.327459066,-8.540170279,1.870681402
16045000000,-0.293169758,-0.162809249,0.059995327,4.333015205,-8.523195608,1.873320432
16050000000,-0.291501694,-0.166212316,0.062502730,4.324840333,-8.507470907,1.942650202
16055000000,-0.291470241,-0.162687569,0.063615103,4.329154966,-8.490431416,1.881795639
16059999999,-0.292522130,-0.162370700,0.061933362,4.219976600,-8.517290176,1.977823538
16065000000,-0.292161087,-0.164078171,0.063663712,4.249646544,-8.543347379,1.930876013
16070000000,-0.290011846,-0.163495372,0.066704454,4.328481217,-8.525703408,1.948995188
16075000000,-0.293830999,-0.164529635,0.059573039,4.300659332,-8.538519770,1.941327853
16080000000,-0.294800587,-0.165324174,0.064321727,4.289433915,-8.591041919,1.965547531
16085000000,-0.293529317,-0.167162899,0.063960198,4.236037469,-8.482333009,1.937352860
16090000000,-0.296171953,-0.168581951,0.061110198,4.204208296,-8.530766219,1.969632034
16094999999,-0.291056596,-0.166878238,0.063263929,4.231200804,-8.566234593,1.981317242
16100000000,-0.290044579,-0.163768301,0.067134699,4.213342157,-8.545029709,1.987226542
16105000000,-0.291294550,-0.161595258,0.064429504,4.163565766,-8.573661919,2.005520212
16110000000,-0.292471351,-0.167445834,0.063267533,4.201657173,-8.565898711,2.041876303
16115000000,-0.294487534,-0.165776546,0.062473143,4.172239989,-8.589480712,2.083848665
16120000000,-0.288366465,-0.167076756,0.063837221,4.169462689,-8.621642911,2.063098206
16125000000,-0.293377902,-0.163402481,0.066365216,4.109816822,-8.568180953,2.098328503
16129999999,-0.292875016,-0.165256559,0.068900094,4.141865653,-8.521966978,2.030634338
16135000000,-0.292492038,-0.169215413,0.063166928,4.149655672,-8.594752208,2.048987612
16140000000,-0.293114259,-0.164941999,0.064665840,4.156680782,-8.596235774,2.089038577
16145000000,-0.292850393,-0.169493708,0.064987498,4.099799245,-8.520504342,2.118004467
16149999999,-0.286053968,-0.166804620,0.065799481,4.122070882,-8.620641829,2.081068015
16155000000,-0.285806291,-0.164475490,0.062757310,4.056525646,-8.611625618,2.087334282
16160000000,-0.288252666,-0.164213180,0.056972312,4.056078463,-8.567407325,2.128389940
16165000000,-0.289996739,-0.169568794,0.060148033,3.997109262,-8.565929675,2.091262729
16170000000,-0.288772970,-0.166769244,0.062348715,4.074449999,-8.612284253,2.220053520
16175000000,-0.289686914,-0.167102656,0.062186687,4.075906242,-8.594421634,2.153763386
16180000000,-0.285447892,-0.165213205,0.059912402,4.057978898,-8.612068066,2.180238036
16184999999,-0.290095215,-0.165239471,0.061464991,4.009407657,-8.638470693,2.183495943
16190000000,-0.287626343,-0.167055957,0.062564316,3.969137012,-8.601138969,2.182930631
16195000000,-0.285622268,-0.166151535,0.066659315,3.963984887,-8.645180638,2.240559050
16200000000,-0.290102855,-0.169435805,0.062908546,3.935695554,-8.619946144,2.168247073
16205000000,-0.288855563,-0.167029731,0.062760559,3.966452129,-8.641501858,2.213233999
16210000000,-0.291267462,-0.172701723,0.063577532,3.930000622,-8.694183748,2.230128760
16215000000,-0.291433794,-0.168805642,0.061375170,3.937270090,-8.668791145,2.231353743
16219999999,-0.288010983,-0.165814212,0.063341607,3.925476264,-8.630914577,2.240935393
16225000000,-0.287063645,-0.166437960,0.059216087,3.884791859,-8.623000046,2.257770984
16230000000,-0.289263837,-0.159271137,0.062005386,3.837652998,-8.661595168,2.275592456
16235000000,-0.285165343,-0.170796383,0.063353388,3.928432528,-8.646120038,2.230325378
16240000000,-0.287714920,-0.169427669,0.065761640,3.820312596,-8.652595919,2.271042254
16245000000,-0.283220924,-0.168329857,0.062076235,3.866012715,-8.689553784,2.291410245
16250000000,-0.287655669,-0.171116139,0.061659558,3.840453844,-8.687478987,2.339252706
16254999999,-0.285967553,-0.165958666,0.062820490,3.855132675,-8.667595120,2.265002087
16260000000,-0.288750491,-0.173503286,0.060585051,3.832177350,-8.686321939,2.331213303
16265000000,-0.289271146,-0.168943174,0.062375444,3.817353138,-8.699106642,2.321098150
16270000000,-0.285206788,-0.169874071,0.062243483,3.821147396,-8.717263168,2.340490697
16274999999,-0.282436558,-0.167929762,0.062097672,3.828108595,-8.706194555,2.291015849
16280000000,-0.286902022,-0.168607422,0.064845033,3.844499058,-8.744137285,2.346882834
16285000000,-0.285551172,-0.169877157,0.064065301,3.789411170,-8.642978022,2.366479918
16290000000,-0.285590908,-0.167759002,0.061621992,3.785618085,-8.690860093,2.353447749
16295000000,-0.283743909,-0.167277077,0.064137102,3.734832493,-8.675555679,2.388779867
16300000000,-0.282246471,-0.165890371,0.060423173,3.691321651,-8.687398225,2.354959777
16305000000,-0.287500733,-0.169879087,0.067889870,3.701338540,-8.675655293,2.408836527
16309999999,-0.284637536,-0.174089654,0.067334416,3.748678750,-8.709972634,2.431966561
16315000000,-0.283730238,-0.171709437,0.058092153,3.738131305,-8.632434884,2.440931381
16320000000,-0.283656034,-0.167985715,0.062495328,3.629031498,-8.728110401,2.395639578
16325000000,-0.281634748,-0.173491036,0.057987617,3.659947434,-8.648576849,2.425054022
16330000000,-0.283635622,-0.167291065,0.059722496,3.622043305,-8.670551229,2.424043755
16335000000,-0.288927134,-0.168087764,0.054040763,3.659831708,-8.718439841,2.472339817
16340000000,-0.284435904,-0.168360906,0.062460003,3.626536404,-8.719032561,2.415208607
16344999999,-0.287027902,-0.168191598,0.063895087,3.607873673,-8.750001200,2.474794700
16350000000,-0.281264249,-0.171052025,0.061668091,3.620551240,-8.700860825,2.471700224
16355000000,-0.284419083,-0.167989974,0.064145873,3.579690055,-8.699375949,2.464275774
16360000000,-0.283476561,-0.168811973,0.062887639,3.574249230,-8.762386180,2.469531787
16365000000,-0.282811227,-0.176310201,0.060739312,3.563605272,-8.763733361,2.504830458
16370000000,-0.289528629,-0.167031912,0.061778961,3.562069020,-8.748459280,2.517451201
16375000000,-0.282485795,-0.168746558,0.057431639,3.492653606,-8.718510897,2.503427205
16379999999,-0.278935737,-0.170612956,0.060792176,3.490727965,-8.744260197,2.491136857
16385000000,-0.282517633,-0.172024264,0.061449360,3.527144826,-8.733160375,2.562495356
16390000000,-0.283548370,-0.174468887,0.062589764,3.441370278,-8.713935372,2.495544339
16395000000,-0.279932493,-0.173917425,0.060179257,3.478388585,-8.673942715,2.505414667
16399999999,-0.280909890,-0.173460485,0.060384437,3.467172276,-8.773921609,2.542441879
16405000000,-0.280895630,-0.169674920,0.060811812,3.425954876,-8.821993892,2.582456513
16410000000,-0.281916924,-0.173313612,0.060797888,3.442061959,-8.775620690,2.611529567
16415000000,-0.284742754,-0.174775912,0.059251803,3.443850286,-8.751521939,2.599921380
16420000000,-0.280539414,-0.169796217,0.056241744,3.431123303,-8.755300077,2.606258040
16425000000,-0.281092391,-0.172306035,0.058814252,3.409938156,-8.767090473,2.581676945
16430000000,-0.281611024,-0.173925493,0.060144941,3.370541842,-8.784344060,2.605227620
16434999999,-0.280268532,-0.173413190,0.056652915,3.391491771,-8.735524048,2.623867398
16440000000,-0.273909053,-0.172262882,0.063221509,3.395195812,-8.796253433,2.655954675
16445000000,-0.279874474,-0.172429034,0.060598086,3.379098785,-8.805610493,2.600904873
16450000000,-0.279284851,-0.172538851,0.059893642,3.319554598,-8.754347163,2.578154414
16455000000,-0.279305745,-0.173177313,0.061755728,3.333008106,-8.754501387,2.702843566
16460000000,-0.280911294,-0.168853308,0.060620687,3.354709360,-8.784909749,2.641592867
16465000000,-0.279056883,-0.170962404,0.061195426,3.331978249,-8.739709503,2.682536805
16469999999,-0.277355168,-0.173494918,0.055219457,3.252777801,-8.778938296,2.659739720
16475000000,-0.279597637,-0.173166799,0.060265466,3.239393007,-8.772344040,2.658549418
16480000000,-0.277528915,-0.172437877,0.058459494,3.326007918,-8.812366415,2.624917084
16485000000,-0.275943341,-0.168330673,0.059402049,3.254069193,-8.742264227,2.704841319
16490000000,-0.277569224,-0.173656395,0.060906592,3.220851569,-8.818213991,2.667428732
16495000000,-0.277143736,-0.171827342,0.061110023,3.206141024,-8.819046185,2.721595286
16500000000,-0.272539622,-0.172735444,0.059113688,3.205992503,-8.790287143,2.699280017
16504999999,-0.275772338,-0.173945215,0.059255317,3.192131821,-8.767098779,2.682324109
16510000000,-0.273083633,-0.175169969,0.055612118,3.160379064,-8.805204692,2.727902036
16515000000,-0.275850747,-0.173688325,0.061086261,3.214003957,-8.844771723,2.666318088
16520000000,-0.276327299,-0.175341851,0.057173086,3.191527747,-8.842239411,2.734520123
16524999999,-0.277257368,-0.176387403,0.055699761,3.154605254,-8.766236421,2.744944330
16530000000,-0.280808093,-0.172513853,0.058996233,3.115024746,-8.839013619,2.773730838
16535000000,-0.270284278,-0.178149093,0.063160766,3.162375497,-8.824048532,2.755129068
16540000000,-0.275497208,-0.178542900,0.053561327,3.103071032,-8.792139633,2.811855543
16545000000,-0.276200598,-0.172662120,0.058977065,3.088687075,-8.765421868,2.813795047
16550000000,-0.275587518,-0.172220640,0.058564052,3.081347490,-8.812823751,2.744543730
16555000000,-0.278283603,-0.171954752,0.055716321,3.050876064,-8.842689880,2.804484745
16559999999,-0.276827991,-0.175687274,0.058968136,3.030430349,-8.855923321,2.844239608
16565000000,-0.275597566,-0.179502146,0.056648871,2.993783457,-8.749508986,2.796422557
16570000000,-0.271448471,-0.175384585,0.060738868,3.027076379,-8.859287327,2.807983911
16575000000,-0.272361173,-0.176807194,0.056270627,3.039357818,-8.842658221,2.824389971
16580000000,-0.272924074,-0.175118249,0.058221664,3.031044707,-8.769136498,2.839506374
16585000000,-0.272664666,-0.176026030,0.057606303,2.935781747,-8.835480320,2.851526876
16590000000,-0.274898073,-0.178341331,0.059630968,2.976295108,-8.809997764,2.889973521
16594999999,-0.275090351,-0.180412666,0.056948294,2.940854190,-8.826442395,2.879098440
16600000000,-0.271819054,-0.176411776,0.054856313,3.001225280,-8.805949890,2.864087978
16605000000,-0.269599965,-0.175552453,0.060457416,2.902871349,-8.846602418,2.891617599
16610000000,-0.272131701,-0.175033916,0.054887640,2.917372134,-8.860723428,2.872647776
16615000000,-0.279174908,-0.176231545,0.054355156,2.937899500,-8.890072812,2.939531904
16620000000,-0.269476852,-0.174195528,0.058265118,2.899569904,-8.861736021,2.913272483
16625000000,-0.273354696,-0.176549658,0.058793539,2.912232007,-8.832428656,2.902989616
16629999999,-0.270129510,-0.178834050,0.052868934,2.859266932,-8.848058031,2.939904341
16635000000,-0.269965500,-0.176780999,0.058728776,2.813833401,-8.858635617,2.932514450
16640000000,-0.270686713,-0.177220510,0.056871628,2.845344795,-8.857117245,2.944829254
16645000000,-0.271167308,-0.171166808,0.056686767,2.776089422,-8.897945376,2.989718922
16649999999,-0.270954755,-0.175301514,0.058277865,2.818592921,-8.854039883,2.906865129
16655000000,-0.269728605,-0.179208008,0.053991409,2.748107750,-8.840558994,3.001450669
16660000000,-0.269835128,-0.177712722,0.055887423,2.766965482,-8.844998966,3.002786688
16665000000,-0.267550016,-0.175126336,0.059808721,2.771265057,-8.819156489,2.969047473
16670000000,-0.271700283,-0.174954253,0.052431967,2.774612712,-8.806107256,3.007286921
16675000000,-0.269131381,-0.175476157,0.054456783,2.750157275,-8.874786824,3.025153960
16680000000,-0.271981343,-0.177779745,0.060849630,2.757794161,-8.839675074,3.005560274
16684999999,-0.264430435,-0.174928633,0.054427314,2.751378492,-8.886189602,2.988445820
16690000000,-0.268278989,-0.172473649,0.058943656,2.688245443,-8.844493979,2.997077844
16695000000,-0.271768384,-0.176020291,0.054952636,2.678149123,-8.859604304,2.994744465
16700000000,-0.268499243,-0.176260090,0.055795565,2.701089654,-8.881057377,3.070026212
16705000000,-0.268814836,-0.175558614,0.058425839,2.712417974,-8.819244820,3.005938628
16710000000,-0.266523125,-0.173188293,0.057074917,2.653034897,-8.837967150,3.092611144
16715000000,-0.266304825,-0.179106048,0.054184762,2.603933884,-8.850292027,3.057017831
16719999999,-0.270246478,-0.176376337,0.055383602,2.643113534,-8.899598485,3.047255945
16725000000,-0.260380071,-0.180677293,0.054579464,2.649185320,-8.844003364,3.072632531
16730000000,-0.265553881,-0.181116920,0.052757797,2.643206863,-8.846611949,3.118694068
16735000000,-0.264476184,-0.184010036,0.056779209,2.611711948,-8.792664700,3.070784620
16740000000,-0.265330985,-0.176611279,0.057401778,2.639144540,-8.903128191,3.083793860
16745000000,-0.258918873,-0.179855387,0.052998919,2.588688807,-8.951373788,3.078397010
16750000000,-0.258753405,-0.178808615,0.054031338,2.618214856,-8.835319145,3.058750029
16754999999,-0.268935049,-0.179909421,0.054201545,2.496235719,-8.921557759,3.083780667
16760000000,-0.266741398,-0.184242978,0.055131919,2.527628139,-8.855618812,3.145240665
16765000000,-0.263608718,-0.181769494,0.054919144,2.567371638,-8.842356967,3.055392573
16770000000,-0.265561922,-0.179235967,0.059934200,2.488480273,-8.921601058,3.195778396
16774999999,-0.263640063,-0.182335425,0.055555011,2.477905040,-8.904368896,3.157603085
16780000000,-0.263037149,-0.182591679,0.053598090,2.468048412,-8.853269397,3.125461341
16785000000,-0.265891043,-0.180198549,0.054839702,2.489428231,-8.957416257,3.221496586
16790000000,-0.267447415,-0.181247071,0.055605989,2.469892818,-8.877363224,3.142099059
16795000000,-0.260564344,-0.183133231,0.053427032,2.434643684,-8.890341321,3.157578045
16800000000,-0.265627253,-0.183987850,0.049221727,2.430918150,-8.893579096,3.167961929
16805000000,-0.261575048,-0.179863430,0.056515560,2.398077601,-8.895017446,3.183160977
16809999999,-0.261756090,-0.181312324,0.053914897,2.400177566,-8.894517863,3.175520020
16815000000,-0.259594354,-0.178806557,0.055100018,2.399016235,-8.911483413,3.140769213
16820000000,-0.264290206,-0.180223683,0.055821863,2.366833742,-8.868774149,3.210765951
16825000000,-0.263136888,-0.179965187,0.056693100,2.379387748,-8.906913756,3.215688796
16830000000,-0.260321074,-0.178339235,0.057301086,2.402291224,-8.929765184,3.223905859
16835000000,-0.258625258,-0.182022977,0.057073205,2.319945859,-8.860587807,3.216366342
16840000000,-0.259694047,-0.178878194,0.055430599,2.308805918,-8.938344817,3.196697230
16844999999,-0.259427563,-0.183378247,0.056216225,2.292561710,-8.873333659,3.273313877
16850000000,-0.257407659,-0.177055937,0.054737375,2.285627577,-8.909953162,3.246064085
16855000000,-0.255778862,-0.181514915,0.056651319,2.281872868,-8.906335579,3.241553583
16860000000,-0.259661115,-0.178164463,0.055419264,2.270566744,-8.868752193,3.228812958
16865000000,-0.260994984,-0.178815542,0.053682480,2.213215803,-8.898112378,3.229957738
16870000000,-0.258538622,-0.185478120,0.056806477,2.276854346,-8.894030576,3.258542174
16875000000,-0.263543378,-0.182707520,0.051480281,2.222015658,-8.893651920,3.286016765
16879999999,-0.261461310,-0.181684402,0.053095550,2.280315936,-8.935920090,3.302261530
16885000000,-0.256732499,-0.182285522,0.055057627,2.260370194,-8.895872706,3.283067362
16890000000,-0.260208938,-0.179989503,0.055036957,2.172989326,-8.909703920,3.286646943
16895000000,-0.256716261,-0.180055387,0.056622224,2.203219538,-8.872240976,3.279864575
16899999999,-0.256716756,-0.181558187,0.057144683,2.193563459,-8.903491403,3.307185498
16905000000,-0.257058905,-0.183065072,0.056638515,2.170265460,-8.915477358,3.310823841
16910000000,-0.254670252,-0.182285485,0.055870516,2.140048882,-8.868800262,3.259837647
16915000000,-0.255823127,-0.182041542,0.050793750,2.121750272,-8.939388598,3.354150308
16920000000,-0.259298797,-0.183239402,0.054371325,2.070926649,-8.880725589,3.309798527
16925000000,-0.259210028,-0.187475741,0.053971359,2.146900118,-8.939941680,3.336411693
16930000000,-0.256092485,-0.180456076,0.058808856,2.089429150,-8.918868821,3.298890805
16934999999,-0.259110716,-0.181808228,0.059823173,2.072601081,-8.964343210,3.352306729
16940000000,-0.258742564,-0.185072525,0.056385819,2.053796315,-8.929982399,3.279059224
16945000000,-0.254850894,-0.182155465,0.055485293,1.974530170,-8.941268577,3.348289441
16950000000,-0.253255627,-0.181893068,0.055250610,2.034512905,-8.911965775,3.323063747
16955000000,-0.257644857,-0.180641902,0.057641089,2.050458697,-8.883931661,3.363244095
16960000000,-0.251825691,-0.181896470,0.058363850,2.019814934,-8.941880907,3.363974534
16965000000,-0.253773068,-0.180802810,0.057842702,1.923823623,-8.939642212,3.368957178
16969999999,-0.254822208,-0.180131249,0.050994676,1.989484417,-8.895607330,3.351555013
16975000000,-0.255752121,-0.185737869,0.048491714,1.928163077,-8.929907296,3.428108671
16980000000,-0.255122856,-0.183269165,0.052867971,1.967183498,-8.911387118,3.408948501
16985000000,-0.256188692,-0.189486984,0.051745097,1.930297586,-8.909993773,3.378832309
16990000000,-0.254888258,-0.179095179,0.053449485,1.897012696,-8.946071699,3.441781550
16995000000,-0.248356175,-0.185466180,0.055967981,1.949030584,-8.922936653,3.459953392
17000000000,-0.251710017,-0.185781053,0.054001408,1.908072379,-8.926093812,3.365334902
17004999999,-0.252518440,-0.184655116,0.049334898,1.937707762,-8.896626824,3.424259194
17010000000,-0.247009245,-0.182705661,0.050595576,1.862323987,-8.882468743,3.423198857
17015000000,-0.250528909,-0.184940095,0.056583827,1.806625248,-8.884595930,3.421533761
17020000000,-0.251888812,-0.184305018,0.051657035,1.820973193,-8.973125282,3.484520430
17024999999,-0.249751665,-0.184325169,0.056107546,1.845710264,-8.975824310,3.476394543
17030000000,-0.249887305,-0.178500811,0.052714057,1.827288089,-8.889832958,3.438507501
17035000000,-0.252253132,-0.186211231,0.051263691,1.742347910,-8.941277996,3.418201900
17040000000,-0.252021651,-0.180904358,0.052324700,1.810839491,-8.996184708,3.458047055
17045000000,-0.249056708,-0.187712114,0.052897522,1.738088668,-8.944844701,3.463165821
17050000000,-0.255119293,-0.183874917,0.051569295,1.764045423,-8.926995292,3.475933339
17055000000,-0.245350700,-0.182825442,0.054726731,1.731033298,-8.891835767,3.503365009
17059999999,-0.251019889,-0.184029415,0.057447420,1.706689487,-8.968503781,3.493437118
17065000000,-0.250455869,-0.187008724,0.052812997,1.715555621,-8.951897368,3.473464587
17070000000,-0.247743630,-0.183453743,0.053935670,1.710590234,-8.867829208,3.538106044
17075000000,-0.247498963,-0.186864466,0.057364720,1.663216697,-8.928556457,3.516445284
17080000000,-0.244120490,-0.184098788,0.055565467,1.688897671,-8.882726859,3.503230754
17085000000,-0.247539468,-0.188202441,0.054689154,1.633723074,-8.926341449,3.491416621
17090000000,-0.250171472,-0.180377255,0.049784300,1.647851819,-8.950023980,3.541704500
17094999999,-0.243424750,-0.180912924,0.049207301,1.670337788,-8.963332610,3.498269484
17100000000,-0.250004662,-0.184267636,0.056132732,1.590039056,-8.940996635,3.558185124
17105000000,-0.244508280,-0.187549295,0.056106724,1.563034442,-8.924044821,3.584802455
17110000000,-0.240508522,-0.187914248,0.053263182,1.566113520,-8.950739604,3.525279731
17115000000,-0.244083395,-0.186383241,0.050135358,1.619151523,-8.929440059,3.572756120
17120000000,-0.247861526,-0.190068984,0.054312734,1.547502102,-8.907830662,3.549547778
17125000000,-0.246245751,-0.181890591,0.053485095,1.599229706,-8.908911277,3.605453656
17129999999,-0.244929632,-0.182484675,0.051932454,1.569186521,-8.957895355,3.610676804
17135000000,-0.245798988,-0.184308788,0.050711573,1.571534152,-8.971505490,3.566875979
17140000000,-0.243771355,-0.185333520,0.052093453,1.489220684,-8.922665814,3.579328739
17145000000,-0.242995138,-0.185382004,0.052316628,1.512410318,-8.951058105,3.537218670
17150000000,-0.244904098,-0.188900935,0.050026054,1.451711111,-8.913042318,3.560628442
17155000000,-0.244978464,-0.184927106,0.055888757,1.428442479,-8.957995073,3.613399101
17160000000,-0.243081445,-0.183645048,0.049991601,1.431827398,-8.920601477,3.594283473
17165000000,-0.243123352,-0.187102141,0.053048137,1.447552779,-8.922533890,3.557495138
17170000000,-0.243964836,-0.184998271,0.052406751,1.438077380,-8.944980407,3.593740005
17175000000,-0.241791947,-0.188242825,0.047512840,1.403024244,-8.941804708,3.618485715
17180000000,-0.242976711,-0.185162718,0.047193850,1.424426414,-8.909219036,3.710602591
17185000000,-0.245396033,-0.187757770,0.049344960,1.391440538,-8.899189932,3.602908741
17190000000,-0.233603416,-0.186586674,0.050336889,1.350125786,-8.947616440,3.600269714
17195000000,-0.238302237,-0.187413155,0.051039180,1.394158490,-8.883841481,3.646945987
17200000000,-0.236352172,-0.192351791,0.048868358,1.348581868,-8.932019023,3.644303613
17205000000,-0.239162600,-0.189727327,0.048804105,1.386084629,-8.905871629,3.691725462
17210000000,-0.238151050,-0.189142826,0.051959491,1.315661974,-8.937801356,3.652890294
17215000000,-0.240445262,-0.186759525,0.050782587,1.285708414,-8.907931563,3.631620093
17220000000,-0.237522487,-0.185398350,0.049281231,1.259711763,-8.870127770,3.690986431
17225000000,-0.243116139,-0.188106773,0.049498661,1.297911616,-8.908532924,3.680510941
17230000000,-0.240654060,-0.192035218,0.049859068,1.265792876,-8.884877569,3.702101285
17235000000,-0.238538885,-0.189375089,0.050660448,1.278485829,-8.973435294,3.628457757
17240000000,-0.236771451,-0.184629940,0.054413911,1.256715880,-8.896025386,3.641485997
17245000000,-0.239592381,-0.189923047,0.047342889,1.259739985,-8.949089425,3.689579384
17250000000,-0.235765556,-0.187766302,0.054020612,1.210258325,-8.944503461,3.676650879
17255000000,-0.236986339,-0.189632048,0.050434553,1.216422738,-8.892155794,3.670458330
17260000000,-0.237639335,-0.190105629,0.050702191,1.177576395,-8.917218781,3.705841895
17265000000,-0.238910897,-0.185120744,0.046301264,1.146717097,-9.000234454,3.660762192
17270000000,-0.233609462,-0.189753650,0.043398765,1.143959213,-8.934645215,3.724898156
17275000000,-0.240516168,-0.188786779,0.049311749,1.106418167,-8.939391668,3.747587676
17280000000,-0.234898551,-0.189733572,0.051659729,1.116469998,-8.900484126,3.733828383
17285000000,-0.235545221,-0.187230707,0.052297516,1.156463519,-8.951475755,3.713534393
17290000000,-0.234038030,-0.189593584,0.053577342,1.092910518,-8.897225005,3.717756541
17295000000,-0.235110022,-0.190706673,0.049077084,1.091698594,-9.002085743,3.676852032
17300000000,-0.233710987,-0.186645021,0.051649004,1.107322961,-8.906148875,3.732465837
17305000000,-0.232714802,-0.190012710,0.052601663,1.143169559,-8.939537573,3.752173532
17310000000,-0.233997885,-0.190514727,0.045341199,1.067893717,-8.902461942,3.758701238
17315000000,-0.232244518,-0.190695648,0.047264401,1.005503908,-8.960987241,3.737817926
17320000000,-0.236462807,-0.187218340,0.050232927,1.044079622,-8.877903621,3.765015802
17325000000,-0.231839169,-0.189974875,0.049861447,1.000488936,-8.935715753,3.773483974
17330000000,-0.232861033,-0.192325630,0.051667750,0.988784593,-8.910185010,3.696601577
17335000000,-0.234507827,-0.190915376,0.050538052,0.951705816,-8.915239624,3.817416019
17340000000,-0.229639345,-0.191183379,0.051426282,0.953866518,-8.912778995,3.800741931
17345000000,-0.231021929,-0.190305447,0.049335881,0.970386358,-8.928417518,3.805068782
17350000000,-0.231725156,-0.189305245,0.052252903,0.909532525,-8.987205141,3.730400601
17355000000,-0.230474811,-0.190590165,0.048341438,0.881197330,-8.952479632,3.768717979
17360000000,-0.230521061,-0.191157166,0.045091613,0.900455511,-8.995899211,3.769574029
17365000000,-0.227784614,-0.190400947,0.048877416,0.900778656,-8.907673417,3.812427994
17370000000,-0.226977795,-0.191406948,0.050275865,0.908517845,-9.002733444,3.764476340
17375000000,-0.229914837,-0.189426365,0.047759657,0.861600655,-8.958334555,3.833372164
17380000000,-0.227410494,-0.186063160,0.046887514,0.850770147,-8.954296708,3.806450620
17385000000,-0.227436869,-0.190121301,0.049967820,0.805694263,-8.952581525,3.807315992
